num,sys
452,Facebook-AI
453,Facebook-AI
454,Facebook-AI
455,Facebook-AI
457,Facebook-AI
458,Facebook-AI
459,Facebook-AI
460,Facebook-AI
461,Facebook-AI
462,Facebook-AI
463,Facebook-AI
464,Facebook-AI
465,Facebook-AI
466,Facebook-AI
469,Facebook-AI
470,Facebook-AI
473,Facebook-AI
474,Facebook-AI
475,Facebook-AI
476,Facebook-AI
477,Facebook-AI
478,Facebook-AI
479,Facebook-AI
480,Facebook-AI
494,Facebook-AI
495,Facebook-AI
496,Facebook-AI
497,Facebook-AI
498,Facebook-AI
499,Facebook-AI
500,Facebook-AI
501,Facebook-AI
502,Facebook-AI
503,Facebook-AI
504,Facebook-AI
505,Facebook-AI
506,Facebook-AI
507,Facebook-AI
508,Facebook-AI
510,Facebook-AI
511,Facebook-AI
512,Facebook-AI
518,Facebook-AI
519,Facebook-AI
520,Facebook-AI
521,Facebook-AI
522,Facebook-AI
523,Facebook-AI
524,Facebook-AI
525,Facebook-AI
526,Facebook-AI
527,Facebook-AI
528,Facebook-AI
529,Facebook-AI
530,Facebook-AI
531,Facebook-AI
532,Facebook-AI
534,Facebook-AI
535,Facebook-AI
536,Facebook-AI
537,Facebook-AI
538,Facebook-AI
539,Facebook-AI
540,Facebook-AI
541,Facebook-AI
542,Facebook-AI
543,Facebook-AI
544,Facebook-AI
545,Facebook-AI
546,Facebook-AI
547,Facebook-AI
548,Facebook-AI
549,Facebook-AI
550,Facebook-AI
551,Facebook-AI
552,Facebook-AI
553,Facebook-AI
581,Facebook-AI
582,Facebook-AI
583,Facebook-AI
586,Facebook-AI
588,Facebook-AI
590,Facebook-AI
591,Facebook-AI
592,Facebook-AI
594,Facebook-AI
595,Facebook-AI
596,Facebook-AI
597,Facebook-AI
598,Facebook-AI
599,Facebook-AI
600,Facebook-AI
601,Facebook-AI
603,Facebook-AI
604,Facebook-AI
605,Facebook-AI
606,Facebook-AI
608,Facebook-AI
609,Facebook-AI
610,Facebook-AI
611,Facebook-AI
612,Facebook-AI
613,Facebook-AI
614,Facebook-AI
616,Facebook-AI
617,Facebook-AI
618,Facebook-AI
619,Facebook-AI
620,Facebook-AI
623,Facebook-AI
624,Facebook-AI
625,Facebook-AI
626,Facebook-AI
627,Facebook-AI
628,Facebook-AI
629,Facebook-AI
630,Facebook-AI
631,Facebook-AI
632,Facebook-AI
633,Facebook-AI
634,Facebook-AI
635,Facebook-AI
636,Facebook-AI
637,Facebook-AI
638,Facebook-AI
639,Facebook-AI
640,Facebook-AI
643,Facebook-AI
644,Facebook-AI
646,Facebook-AI
647,Facebook-AI
649,Facebook-AI
650,Facebook-AI
651,Facebook-AI
652,Facebook-AI
653,Facebook-AI
654,Facebook-AI
656,Facebook-AI
657,Facebook-AI
658,Facebook-AI
659,Facebook-AI
661,Facebook-AI
662,Facebook-AI
663,Facebook-AI
664,Facebook-AI
672,Facebook-AI
673,Facebook-AI
674,Facebook-AI
681,Facebook-AI
682,Facebook-AI
683,Facebook-AI
684,Facebook-AI
685,Facebook-AI
686,Facebook-AI
687,Facebook-AI
688,Facebook-AI
689,Facebook-AI
690,Facebook-AI
691,Facebook-AI
692,Facebook-AI
693,Facebook-AI
694,Facebook-AI
695,Facebook-AI
696,Facebook-AI
697,Facebook-AI
701,Facebook-AI
703,Facebook-AI
704,Facebook-AI
705,Facebook-AI
706,Facebook-AI
707,Facebook-AI
708,Facebook-AI
710,Facebook-AI
711,Facebook-AI
713,Facebook-AI
714,Facebook-AI
715,Facebook-AI
716,Facebook-AI
717,Facebook-AI
718,Facebook-AI
719,Facebook-AI
720,Facebook-AI
721,Facebook-AI
722,Facebook-AI
723,Facebook-AI
724,Facebook-AI
725,Facebook-AI
726,Facebook-AI
727,Facebook-AI
728,Facebook-AI
729,Facebook-AI
730,Facebook-AI
731,Facebook-AI
732,Facebook-AI
733,Facebook-AI
734,Facebook-AI
736,Facebook-AI
737,Facebook-AI
738,Facebook-AI
740,Facebook-AI
741,Facebook-AI
743,Facebook-AI
744,Facebook-AI
745,Facebook-AI
746,Facebook-AI
747,Facebook-AI
750,Facebook-AI
751,Facebook-AI
752,Facebook-AI
753,Facebook-AI
755,Facebook-AI
756,Facebook-AI
757,Facebook-AI
758,Facebook-AI
760,Facebook-AI
761,Facebook-AI
762,Facebook-AI
763,Facebook-AI
764,Facebook-AI
765,Facebook-AI
766,Facebook-AI
767,Facebook-AI
768,Facebook-AI
769,Facebook-AI
770,Facebook-AI
771,Facebook-AI
772,Facebook-AI
774,Facebook-AI
775,Facebook-AI
776,Facebook-AI
777,Facebook-AI
778,Facebook-AI
779,Facebook-AI
780,Facebook-AI
781,Facebook-AI
782,Facebook-AI
783,Facebook-AI
784,Facebook-AI
787,Facebook-AI
788,Facebook-AI
789,Facebook-AI
791,Facebook-AI
792,Facebook-AI
794,Facebook-AI
801,Facebook-AI
807,Facebook-AI
809,Facebook-AI
810,Facebook-AI
811,Facebook-AI
812,Facebook-AI
813,Facebook-AI
815,Facebook-AI
816,Facebook-AI
817,Facebook-AI
819,Facebook-AI
822,Facebook-AI
823,Facebook-AI
824,Facebook-AI
825,Facebook-AI
826,Facebook-AI
827,Facebook-AI
844,Facebook-AI
846,Facebook-AI
848,Facebook-AI
852,Facebook-AI
853,Facebook-AI
854,Facebook-AI
855,Facebook-AI
856,Facebook-AI
858,Facebook-AI
863,Facebook-AI
865,Facebook-AI
866,Facebook-AI
868,Facebook-AI
869,Facebook-AI
870,Facebook-AI
871,Facebook-AI
872,Facebook-AI
873,Facebook-AI
874,Facebook-AI
875,Facebook-AI
876,Facebook-AI
877,Facebook-AI
878,Facebook-AI
879,Facebook-AI
880,Facebook-AI
881,Facebook-AI
883,Facebook-AI
884,Facebook-AI
885,Facebook-AI
886,Facebook-AI
887,Facebook-AI
888,Facebook-AI
890,Facebook-AI
891,Facebook-AI
892,Facebook-AI
894,Facebook-AI
896,Facebook-AI
897,Facebook-AI
898,Facebook-AI
899,Facebook-AI
900,Facebook-AI
901,Facebook-AI
902,Facebook-AI
903,Facebook-AI
904,Facebook-AI
905,Facebook-AI
906,Facebook-AI
907,Facebook-AI
910,Facebook-AI
913,Facebook-AI
915,Facebook-AI
916,Facebook-AI
917,Facebook-AI
918,Facebook-AI
919,Facebook-AI
920,Facebook-AI
922,Facebook-AI
923,Facebook-AI
925,Facebook-AI
926,Facebook-AI
927,Facebook-AI
928,Facebook-AI
930,Facebook-AI
931,Facebook-AI
932,Facebook-AI
933,Facebook-AI
934,Facebook-AI
935,Facebook-AI
936,Facebook-AI
937,Facebook-AI
939,Facebook-AI
941,Facebook-AI
942,Facebook-AI
943,Facebook-AI
945,Facebook-AI
946,Facebook-AI
948,Facebook-AI
949,Facebook-AI
950,Facebook-AI
952,Facebook-AI
953,Facebook-AI
954,Facebook-AI
955,Facebook-AI
956,Facebook-AI
957,Facebook-AI
958,Facebook-AI
959,Facebook-AI
960,Facebook-AI
961,Facebook-AI
962,Facebook-AI
963,Facebook-AI
964,Facebook-AI
965,Facebook-AI
982,Facebook-AI
983,Facebook-AI
984,Facebook-AI
985,Facebook-AI
986,Facebook-AI
987,Facebook-AI
988,Facebook-AI
1001,Facebook-AI
1,NiuTrans
2,NiuTrans
3,NiuTrans
5,NiuTrans
6,NiuTrans
9,NiuTrans
10,NiuTrans
11,NiuTrans
13,NiuTrans
15,NiuTrans
17,NiuTrans
18,NiuTrans
19,NiuTrans
20,NiuTrans
21,NiuTrans
22,NiuTrans
23,NiuTrans
26,NiuTrans
38,NiuTrans
43,NiuTrans
47,NiuTrans
57,NiuTrans
60,NiuTrans
71,NiuTrans
72,NiuTrans
73,NiuTrans
75,NiuTrans
99,NiuTrans
103,NiuTrans
111,NiuTrans
118,NiuTrans
121,NiuTrans
122,NiuTrans
124,NiuTrans
126,NiuTrans
128,NiuTrans
129,NiuTrans
130,NiuTrans
133,NiuTrans
